"","FID_","DATETIME_","LAT","LON","DEPTH","DTYPE","MAG","MTYPE","REF","LOCATION","NDEF","SXX","SYY","SZZ","STT","SXY","SXZ","SYZ","STX","STY","STZ","SDOBS","SMAJAX","SMINAX","STRIKE","SDEPTH","STIME","CONF","YEAR_","MONTH_","DAY_","HOUR_","MINUTE_","SECOND_","year_month","traffic_light","ID"
"408",0,2006-11-09,52.7375,-116.1964,1,"g",2.74,"ml",0,"27 km NW of Harlech, AB",16,0.8101,0.7494,0,0.0164,0.0304,0,0,0.0515,0.0296,0,0.6275,2.0842,1.9722,247.46,0,0.11,0.683,2006,11,8,19,5,10,2006-11-01,"Yellow",408
"409",0,2006-11-22,51.5194,-115.7114,1,"g",1.14,"ml",0,"25 km WNW of Panther Mountain, AB",10,22.1215,11.1397,0,0.4791,-14.6088,0,0,-3.1301,2.2935,0,0.849,13.0459,2.325,304.7,0,0.68,0.683,2006,11,21,8,5,6,2006-11-01,"Green",409
"410",0,2006-12-02,52.2357,-115.2494,1,"g",1.47,"ml",0,"27 km SW of Rocky Mountain House, AB",14,1.8639,1.9643,0,0.0197,-0.734,0,0,-0.155,-0.0262,0,0.6867,3.7403,2.4942,316.96,0,0.12,0.683,2006,12,1,0,7,36,2006-12-01,"Green",410
"411",0,2006-12-02,52.3139,-115.2498,1,"g",1.36,"ml",0,"24 km WSW of Rocky Mountain House, AB",8,3.6813,8.1406,0,0.0945,-2.8374,0,0,-0.4716,0.2206,0,0.5742,7.0893,3.4864,334.08,0,0.22,0.683,2006,12,1,0,10,59,2006-12-01,"Green",411
"412",0,2006-12-03,53.2913,-118.1658,10,"g",2.09,"ml",0,"48 km N of Jasper, AB",6,3.0982,9.2924,0,0.1796,-2.7513,0,0,0.4391,-1.2504,0,0.3558,7.3878,3.2919,339.19,0,0.41,0.683,2006,12,2,20,56,46,2006-12-01,"Yellow",412
"413",0,2006-12-06,52.7074,-115.9891,1,"g",0.85,"ml",0,"21 km N of Harlech, AB",8,0.525,0.6035,0,0.0161,-0.2817,0,0,0.0094,-0.0712,0,0.5956,2.1167,1.2156,318.97,0,0.08,0.683,2006,12,5,8,0,33,2006-12-01,"Green",413
"414",0,2006-12-07,52.7702,-116.0652,1,"g",1.38,"ml",0,"30 km NNW of Harlech, AB",14,1.6619,1.1895,0,0.0213,-0.3993,0,0,-0.0398,0.0181,0,0.631,3.1585,2.2534,299.7,0,0.14,0.683,2006,12,6,5,48,8,2006-12-01,"Green",414
"415",0,2006-12-09,53.0168,-117.252,1,"g",1.3,"ml",0,"5 km ESE of Cadomin, AB",8,68.5678,90.6318,0,0.9596,-71.2394,0,0,6.5797,-8.838,0,0.4642,28.299,6.2972,319.4,0,0.89,0.683,2006,12,8,5,54,20,2006-12-01,"Green",415
"416",0,2006-12-24,52.9435,-117.2365,1,"g",1.07,"ml",0,"12 km SE of Cadomin, AB",7,11.2799,17.4425,0,0.2238,-12.0034,0,0,1.1524,-1.858,0,0.3412,11.8847,3.2238,322.2,0,0.42,0.683,2006,12,23,13,24,29,2006-12-01,"Green",416
"417",0,2006-12-30,53.3444,-116.7682,1,"g",2.07,"ml",0,"3 km SSE of Weald, AB",8,6.77,10.8829,0,0.3527,3.1395,0,0,-0.9081,-1.6899,0,0.559,8.1494,5.1754,28.39,0,0.54,0.683,2006,12,29,21,13,9,2006-12-01,"Yellow",417
"418",0,2006-12-31,49.1588,-112.7065,20,"g",3.78,"ml",0,"10 km NNE of Shanks Lake, AB",17,0.807,0.0494,0,0.004,-0.0415,0,0,-0.0526,0.0018,0,0.4874,2.067,0.4987,273.13,0,0.06,0.683,2006,12,30,13,53,48,2006-12-01,"Yellow",418
"419",0,2007-01-23,54.3097,-117.0724,1,"g",2.46,"ml",0,"20 km SW of Fox Creek, AB",10,2.3578,1.3305,0,0.026,-0.1306,0,0,0.101,-0.1553,0,0.6363,3.5403,2.634,277.13,0,0.12,0.683,2007,1,22,7,22,36,2007-01-01,"Yellow",419
"420",0,2007-02-27,52.6326,-116.0956,1,"g",1.48,"ml",0,"15 km NW of Harlech, AB",12,0.2647,0.4949,0,0.0062,-0.124,0,0,0.0137,-0.0233,0,0.5566,1.7024,1.0545,336.44,0,0.07,0.683,2007,2,26,15,14,59,2007-02-01,"Green",420
"421",0,2007-03-20,52.2778,-115.3163,1,"g",2.52,"ml",0,"13 km WNW of Strachan, AB",16,0.2967,0.6834,0,0.0063,0.063,0,0,0.002,0.0323,0,0.3736,1.9133,1.2302,9.03,0,0.07,0.683,2007,3,19,5,31,38,2007-03-01,"Yellow",421
"422",0,2015-09-08,54.3595,-117.5126,5,"g",2.14,"ml",0,"46 km W of Fox Creek, AB",15,0.0962,0.0366,0,8e-04,0.0453,0,0,-0.0046,-0.0034,0,0.6984,0.7982,0.2531,241.67,0,0.02,0.683,2015,9,7,2,49,26,2015-09-01,"Yellow",422
"423",0,2015-09-08,54.4554,-117.284,5,"g",1.66,"ml",0,"31 km NW of Fox Creek, AB",17,0.0284,0.0238,0,5e-04,-0.0042,0,0,5e-04,0.0015,0,0.5531,0.4033,0.3354,300.51,0,0.02,0.683,2015,9,7,4,1,20,2015-09-01,"Green",423
"424",0,2015-09-08,54.2766,-117.3573,5,"g",2.43,"ml",0,"38 km WSW of Fox Creek, AB",17,0.1011,0.0091,0,0.0012,-0.0147,0,0,0.0101,-0.0022,0,0.8115,0.7389,0.1902,278.84,0,0.03,0.683,2015,9,7,10,18,38,2015-09-01,"Yellow",424
"425",0,2015-09-08,54.2999,-117.4351,5,"g",1.73,"ml",0,"42 km WSW of Fox Creek, AB",6,2.6081,0.1436,0,0.0126,-0.542,0,0,0.1714,-0.0387,0,0.2462,3.7909,0.3956,281.87,0,0.11,0.683,2015,9,7,12,59,53,2015-09-01,"Green",425
"426",0,2015-09-08,54.2906,-117.3745,5,"g",2.1,"ml",303172,"38 km WSW of Fox Creek, AB",13,0.3583,0.0385,0,0.0018,-0.0727,0,0,0.0188,-0.0055,0,0.678,1.4053,0.3464,282.22,0,0.03,0.683,2015,9,7,17,57,9,2015-09-01,"Yellow",426
"427",0,2015-09-08,54.2928,-117.4902,5,"g",1.43,"ml",0,"46 km WSW of Fox Creek, AB",10,1.4897,0.5662,0,0.025,-0.1235,0,0,0.1026,-0.0824,0,0.9636,2.8197,1.7039,277.49,0,0.09,0.683,2015,9,7,18,3,55,2015-09-01,"Green",427
"428",0,2015-09-09,54.2756,-117.3609,5,"g",1.27,"ml",0,"38 km WSW of Fox Creek, AB",8,0.5096,0.0498,0,0.0013,-0.1335,0,0,0.0203,-0.0058,0,0.6626,1.6972,0.2707,285.07,0,0.03,0.683,2015,9,8,4,49,4,2015-09-01,"Green",428
"429",0,2015-09-09,54.2919,-117.3635,5,"g",1.65,"ml",0,"38 km WSW of Fox Creek, AB",10,0.3787,0.0621,0,0.0028,-0.0718,0,0,0.0171,-0.0104,0,0.4091,1.4426,0.4957,282.19,0,0.03,0.683,2015,9,8,8,6,58,2015-09-01,"Green",429
"430",0,2015-09-09,54.3091,-117.5882,5,"g",2.14,"ml",0,"52 km W of Fox Creek, AB",14,0.0844,0.0125,0,9e-04,9e-04,0,0,0.0071,1e-04,0,0.9141,0.6674,0.2571,269.26,0,0.02,0.683,2015,9,8,8,27,8,2015-09-01,"Yellow",430
"431",0,2015-09-09,54.297,-117.4041,5,"g",1.78,"ml",0,"40 km W of Fox Creek, AB",9,0.6276,0.068,0,0.0042,-0.143,0,0,0.0409,-0.0146,0,0.2009,1.8696,0.4211,283.53,0,0.05,0.683,2015,9,8,11,10,57,2015-09-01,"Green",431
"432",0,2015-09-09,54.3122,-117.6034,5,"g",1.39,"ml",0,"53 km W of Fox Creek, AB",11,0.043,0.0186,0,9e-04,0.0065,0,0,0.0029,3e-04,0,0.5644,0.4855,0.2999,256.03,0,0.03,0.683,2015,9,8,11,24,59,2015-09-01,"Green",432
"433",0,2015-09-09,54.2939,-117.3869,5,"g",1.34,"ml",0,"38 km WSW of Fox Creek, AB",8,1.09,0.0876,0,0.0123,-0.0779,0,0,0.1078,-0.0188,0,0.4151,2.4055,0.6564,274.42,0,0.1,0.683,2015,9,8,15,46,24,2015-09-01,"Green",433
"434",0,2015-09-09,54.3003,-117.3815,5,"g",1.93,"ml",0,"38 km WSW of Fox Creek, AB",12,0.0575,0.0105,0,7e-04,-0.0096,0,0,0.0056,-0.002,0,0.663,0.5598,0.2138,281.07,0,0.02,0.683,2015,9,8,19,17,28,2015-09-01,"Green",434
"435",0,2015-09-10,54.2889,-117.3078,5,"g",2.35,"ml",0,"38 km WSW of Fox Creek, AB",11,1.7157,0.0451,0,0.0114,0.0269,0,0,0.1327,0.002,0,0.6339,3.01,0.4859,269.08,0,0.1,0.683,2015,9,9,2,2,26,2015-09-01,"Yellow",435
"436",0,2015-09-10,54.4961,-117.6157,5,"g",1.82,"ml",0,"53 km NW of Fox Creek, AB",8,1.1935,1.3006,0,0.0221,0.4323,0,0,-0.0407,0.1067,0,0.4459,2.9805,2.0698,41.47,0,0.11,0.683,2015,9,9,3,45,6,2015-09-01,"Green",436
"437",0,2015-09-10,54.2926,-117.3786,5,"g",1.26,"ml",0,"38 km WSW of Fox Creek, AB",9,0.0919,0.0406,0,0.0021,-0.0326,0,0,0.0116,-0.0082,0,0.5162,0.7542,0.3618,295.9,0,0.04,0.683,2015,9,9,5,15,25,2015-09-01,"Green",437
"438",0,2015-09-10,54.3194,-117.5956,5,"g",1.47,"ml",0,"52 km W of Fox Creek, AB",13,0.0494,0.0143,0,4e-04,0.0128,0,0,0.0023,0,0,0.6718,0.5319,0.2308,251.92,0,0.02,0.683,2015,9,9,6,11,39,2015-09-01,"Green",438
"439",0,2015-09-10,54.3079,-117.5531,5,"g",1.49,"ml",0,"50 km W of Fox Creek, AB",9,0.9531,0.0716,0,0.0075,0.0293,0,0,0.0699,-0.0076,0,0.7378,2.2443,0.6105,268.1,0,0.07,0.683,2015,9,9,6,42,27,2015-09-01,"Green",439
"440",0,2015-09-10,54.3057,-117.4998,5,"g",1.17,"ml",0,"46 km WSW of Fox Creek, AB",7,2.0167,0.0816,0,0.0165,-0.1301,0,0,0.1683,-0.0179,0,0.4279,3.2701,0.6203,273.83,0,0.12,0.683,2015,9,9,7,27,18,2015-09-01,"Green",440
"441",0,2015-09-10,54.3104,-117.5826,5,"g",1.85,"ml",0,"51 km W of Fox Creek, AB",22,0.0082,0.0012,0,0,2e-04,0,0,3e-04,0,0,0.7019,0.2081,0.0785,268.02,0,0.01,0.683,2015,9,9,8,14,14,2015-09-01,"Green",441
"442",0,2015-09-10,54.316,-117.3951,5,"g",0.69,"ml",0,"38 km WSW of Fox Creek, AB",5,9.7201,0.5559,0,0.0285,-2.1634,0,0,0.4876,-0.1207,0,0.6333,7.3401,0.6115,282.64,0,0.16,0.683,2015,9,9,9,16,27,2015-09-01,"Green",442
"443",0,2015-09-10,54.4662,-117.2468,5,"g",1.58,"ml",0,"29 km NW of Fox Creek, AB",11,0.2172,0.0225,0,0.0025,-0.0471,0,0,0.0219,-0.0064,0,0.4406,1.0971,0.2484,282.91,0,0.05,0.683,2015,9,9,9,22,28,2015-09-01,"Green",443
"444",0,2015-09-10,54.3163,-117.5878,5,"g",1.46,"ml",0,"51 km W of Fox Creek, AB",7,0.2622,0.1624,0,0.0037,-0.0063,0,0,0.0108,0.0056,0,0.6368,1.1774,0.9248,273.59,0,0.06,0.683,2015,9,9,10,35,18,2015-09-01,"Green",444
"445",0,2015-09-10,54.3189,-117.6324,5,"g",1.4,"ml",0,"54 km W of Fox Creek, AB",10,0.0758,0.0262,0,5e-04,0.0249,0,0,0.0023,-0.0016,0,0.5096,0.6745,0.2898,247.44,0,0.02,0.683,2015,9,9,11,24,43,2015-09-01,"Green",445
"446",0,2015-09-10,54.286,-117.4056,5,"g",1.32,"ml",0,"40 km WSW of Fox Creek, AB",8,0.4761,0.0118,0,0.0047,-0.0121,0,0,0.046,-0.0027,0,0.2539,1.586,0.2468,271.49,0,0.07,0.683,2015,9,9,12,13,55,2015-09-01,"Green",446
"447",0,2015-09-10,54.3446,-117.6309,5,"g",1.48,"ml",0,"53 km W of Fox Creek, AB",11,0.7919,0.1762,0,0.0073,0.0062,0,0,0.0559,-0.0095,0,0.7291,2.0448,0.9643,269.42,0,0.06,0.683,2015,9,9,13,4,1,2015-09-01,"Green",447
"448",0,2015-09-10,54.3212,-117.6181,5,"g",2.37,"ml",0,"52 km W of Fox Creek, AB",15,0.2274,0.1339,0,0.002,0.0553,0,0,0.0026,-0.0037,0,0.6812,1.156,0.7558,245.1,0,0.04,0.683,2015,9,9,13,11,20,2015-09-01,"Yellow",448
"449",0,2015-09-10,54.3098,-117.6481,5,"g",1,"ml",0,"52 km W of Fox Creek, AB",10,1.2975,0.2164,0,0.0157,0.0469,0,0,0.1212,0.0037,0,0.6071,2.6193,1.0638,267.52,0,0.11,0.683,2015,9,9,13,18,52,2015-09-01,"Green",449
"450",0,2015-09-10,54.3138,-117.5847,5,"g",2.1,"ml",303337,"51 km W of Fox Creek, AB",11,0.8631,0.188,0,0.0071,-0.1158,0,0,0.0599,-0.0212,0,0.6606,2.1584,0.9437,279.47,0,0.07,0.683,2015,9,9,20,51,57,2015-09-01,"Yellow",450
"451",0,2015-09-10,54.3176,-117.6045,5,"g",2.19,"ml",0,"53 km W of Fox Creek, AB",13,0.7659,0.1609,0,0.0059,0.052,0,0,0.047,-0.0044,0,0.7579,2.0167,0.9088,265.13,0,0.05,0.683,2015,9,9,23,33,25,2015-09-01,"Yellow",451
"452",0,2015-09-11,54.334,-117.5955,5,"g",1.82,"ml",0,"52 km W of Fox Creek, AB",9,0.2548,0.1649,0,0.0024,0.0442,0,0,3e-04,-0.0021,0,0.8482,1.2002,0.8805,247.73,0,0.05,0.683,2015,9,10,2,13,27,2015-09-01,"Green",452
"453",0,2015-09-11,54.3353,-117.5881,5,"g",2.2,"ml",303294,"52 km W of Fox Creek, AB",14,0.1306,0.0227,0,0.001,-0.0237,0,0,0.0093,4e-04,0,0.7394,0.8461,0.3063,281.83,0,0.02,0.683,2015,9,10,5,34,45,2015-09-01,"Yellow",453
"454",0,2015-09-11,54.3346,-117.5705,5,"g",2.17,"ml",0,"51 km W of Fox Creek, AB",19,0.1073,0.0563,0,8e-04,0.0467,0,0,-0.0033,0.0031,0,0.7154,0.8444,0.3885,239.31,0,0.03,0.683,2015,9,10,5,38,38,2015-09-01,"Yellow",454
"455",0,2007-03-23,52.7419,-116.1872,1,"g",1.9,"ml",0,"28 km NW of Harlech, AB",15,0.1865,0.2378,0,0.003,-0.0447,0,0,0.0025,-0.0099,0,0.3335,1.1798,0.9208,329.93,0,0.05,0.683,2007,3,22,9,24,9,2007-03-01,"Green",455
"456",0,2016-10-01,54.3182,-117.5779,5,"g",1.49,"ml",0,"51 km W of Fox Creek, AB",14,0.0471,0.0053,0,5e-04,-0.004,0,0,0.0041,-1e-04,0,0.8026,0.5009,0.1606,275.36,0,0.02,0.683,2016,9,30,13,16,44,2016-09-01,"Green",456
"457",0,2015-09-11,54.2678,-117.23,5,"g",1.27,"ml",0,"31 km SW of Fox Creek, AB",7,4.9439,1.2889,0,0.0042,-2.3387,0,0,-0.0181,0.0105,0,0.327,5.6677,0.8849,296,0,0.06,0.683,2015,9,10,6,19,48,2015-09-01,"Green",457
"458",0,2015-09-11,54.2959,-117.6203,5,"g",1.6,"ml",0,"54 km W of Fox Creek, AB",12,0.2191,0.1061,0,1e-04,0.1505,0,0,0.0015,0.001,0,0.7253,1.3067,0.0979,235.29,0,0.01,0.683,2015,9,10,11,54,53,2015-09-01,"Green",458
"459",0,2015-09-11,54.3168,-117.5066,5,"g",1.85,"ml",0,"46 km W of Fox Creek, AB",11,0.9187,0.1051,0,0.0067,0.0767,0,0,0.0661,-0.008,0,0.506,2.2108,0.7189,264.66,0,0.07,0.683,2015,9,10,12,56,7,2015-09-01,"Green",459
"460",0,2015-09-11,54.313,-117.6256,5,"g",1.91,"ml",0,"54 km W of Fox Creek, AB",12,0.259,0.1549,0,0.0024,0.083,0,0,0.0075,5e-04,0,0.6687,1.2688,0.7588,241.05,0,0.05,0.683,2015,9,10,13,27,54,2015-09-01,"Green",460
"461",0,2015-09-11,54.2951,-117.7043,5,"g",2.35,"ml",0,"60 km W of Fox Creek, AB",14,0.013,0.0105,0,2e-04,-0.0043,0,0,3e-04,-0.0014,0,0.7263,0.2928,0.1969,306.9,0,0.01,0.683,2015,9,10,14,22,25,2015-09-01,"Yellow",461
"462",0,2015-09-11,54.2856,-117.3416,5,"g",2.22,"ml",0,"37 km SW of Fox Creek, AB",10,0.1684,0.061,0,0.0039,-0.0614,0,0,0.0225,-0.0137,0,0.5123,1.018,0.4181,294.43,0,0.06,0.683,2015,9,10,14,44,15,2015-09-01,"Yellow",462
"463",0,2015-09-11,54.2417,-117.572,5,"g",0.96,"ml",0,"53 km SW of Fox Creek, AB",8,0.1244,0.0901,0,0.0027,0.0211,0,0,0.0045,-0.0114,0,0.4446,0.8426,0.65,244.57,0,0.04,0.683,2015,9,10,17,3,58,2015-09-01,"Green",463
"464",0,2015-09-11,54.0972,-117.6066,5,"g",1.54,"ml",0,"62 km SW of Fox Creek, AB",6,0.6888,5.2562,0,0.0674,-1.8322,0,0,0.2126,-0.5831,0,0.4225,5.5813,0.4855,340.63,0,0.26,0.683,2015,9,10,21,28,36,2015-09-01,"Green",464
"465",0,2015-09-11,54.081,-117.5108,5,"g",1.89,"ml",0,"58 km SW of Fox Creek, AB",11,0.3664,0.1712,0,0.0075,-0.0983,0,0,0.0448,-0.0235,0,0.9125,1.4665,0.8293,292.6,0,0.08,0.683,2015,9,10,23,15,6,2015-09-01,"Green",465
"466",0,2015-09-12,54.3127,-117.4762,5,"g",1.8,"ml",0,"44 km WSW of Fox Creek, AB",13,0.1141,0.0132,0,9e-04,0.0111,0,0,0.0089,-4e-04,0,0.7263,0.7802,0.2515,263.81,0,0.03,0.683,2015,9,11,0,48,58,2015-09-01,"Green",466
"467",0,2015-09-12,51.8676,-115.3053,1,"g",1.09,"ml",0,"26 km W of Bearberry, AB",9,2.5294,1.5877,0,0.0938,-0.9969,0,0,-0.3349,0.3511,0,0.65,4.0851,2.2466,302.36,0,0.27,0.683,2015,9,11,1,2,5,2015-09-01,"Green",467
"468",0,2015-09-12,54.387,-117.4123,5,"g",2.25,"ml",0,"39 km W of Fox Creek, AB",11,0.0664,0.0636,0,0.001,0.0316,0,0,4e-04,-0.0065,0,0.8478,0.7141,0.42,226.23,0,0.03,0.683,2015,9,11,2,12,54,2015-09-01,"Yellow",468
"469",0,2015-09-12,54.2894,-117.3977,5,"g",1.96,"ml",0,"40 km SW of Fox Creek, AB",9,0.685,0.0971,0,0.0081,-0.0329,0,0,0.0656,-0.0159,0,0.3232,1.9042,0.7092,273.2,0,0.08,0.683,2015,9,11,4,0,49,2015-09-01,"Green",469
"470",0,2015-09-12,54.2511,-117.3005,5,"g",0.74,"ml",0,"36 km SW of Fox Creek, AB",9,3.5797,0.4334,0,0.0351,0.0509,0,0,0.3098,-0.055,0,0.8502,4.3478,1.5113,269.07,0,0.16,0.683,2015,9,11,4,54,23,2015-09-01,"Green",470
"471",0,2015-09-12,54.3075,-117.6751,5,"g",1.4,"ml",0,"57 km WSW of Fox Creek, AB",9,0.0673,0.0339,0,7e-04,-0.0285,0,0,0.0029,-0.0045,0,0.8078,0.6646,0.3046,299.8,0,0.02,0.683,2015,9,11,5,50,12,2015-09-01,"Green",471
"472",0,2015-09-12,54.3319,-117.6967,5,"g",1.13,"ml",0,"58 km WSW of Fox Creek, AB",10,0.0085,0.0051,0,1e-04,0.0049,0,0,-5e-04,-4e-04,0,0.5496,0.252,0.0934,234.54,0,0.01,0.683,2015,9,11,6,1,3,2015-09-01,"Green",472
"473",0,2015-09-12,54.2822,-117.3436,5,"g",0.93,"ml",0,"37 km SW of Fox Creek, AB",8,0.276,0.1772,0,0.0095,-0.1589,0,0,0.046,-0.0387,0,0.2192,1.4404,0.5638,306.36,0,0.1,0.683,2015,9,11,7,44,24,2015-09-01,"Green",473
"474",0,2015-09-12,54.4086,-117.591,5,"g",1.51,"ml",0,"51 km W of Fox Creek, AB",6,0.2415,0.1983,0,0.0028,0.0632,0,0,-9e-04,0.0072,0,0.8749,1.2302,0.8992,234.43,0,0.05,0.683,2015,9,11,8,4,34,2015-09-01,"Green",474
"475",0,2015-09-12,54.2931,-117.3463,5,"g",2.23,"ml",0,"36 km WSW of Fox Creek, AB",14,0.3198,0.0827,0,0.0043,-0.0118,0,0,0.0293,-0.0123,0,0.712,1.3006,0.6582,272.84,0,0.05,0.683,2015,9,11,8,9,18,2015-09-01,"Yellow",475
"476",0,2015-09-12,54.2839,-117.383,5,"g",1.19,"ml",0,"39 km WSW of Fox Creek, AB",9,0.6176,0.0474,0,0.007,-0.0457,0,0,0.0617,-0.0104,0,0.2148,1.811,0.4807,274.56,0,0.08,0.683,2015,9,11,9,21,11,2015-09-01,"Green",476
"477",0,2015-09-12,54.3071,-117.4111,5,"g",2.02,"ml",0,"40 km WSW of Fox Creek, AB",18,0.1995,0.0446,0,0.0024,2e-04,0,0,0.0142,-0.0015,0,0.7462,1.0262,0.485,269.92,0,0.04,0.683,2015,9,11,12,4,17,2015-09-01,"Yellow",477
"478",0,2015-09-12,54.2907,-117.5417,5,"g",1.06,"ml",0,"49 km WSW of Fox Creek, AB",10,3.3738,0.0997,0,0.0431,-0.4257,0,0,0.3778,-0.0535,0,0.8556,4.2543,0.4889,277.29,0,0.21,0.683,2015,9,11,12,32,40,2015-09-01,"Green",478
"479",0,2015-09-12,54.3172,-117.4802,5,"g",1.69,"ml",0,"44 km WSW of Fox Creek, AB",13,0.5353,0.0378,0,0.0077,-0.1037,0,0,0.0606,-0.0126,0,0.6895,1.7133,0.2996,281.31,0,0.08,0.683,2015,9,11,12,50,22,2015-09-01,"Green",479
"480",0,2015-09-12,54.2837,-117.3424,5,"g",1.76,"ml",0,"37 km SW of Fox Creek, AB",12,0.6016,0.0796,0,0.0068,-0.0277,0,0,0.0566,-0.0131,0,0.4867,1.7843,0.6423,273.03,0,0.07,0.683,2015,9,11,14,47,54,2015-09-01,"Green",480
"481",0,2015-09-12,54.2997,-117.3551,5,"g",1.53,"ml",0,"37 km SW of Fox Creek, AB",9,0.3087,0.263,0,0.0098,-0.0881,0,0,0.0393,-0.0448,0,0.4221,1.4105,1.0143,307.73,0,0.1,0.683,2015,9,11,15,36,7,2015-09-01,"Green",481
"482",0,2015-09-12,54.0754,-117.5438,5,"g",2.15,"ml",0,"60 km SW of Fox Creek, AB",11,0.4181,0.3316,0,0.0036,0.234,0,0,0.0121,-1e-04,0,0.786,1.7987,0.8499,230.23,0,0.05,0.683,2015,9,11,18,32,8,2015-09-01,"Yellow",482
"483",0,2015-09-12,54.1081,-117.5641,5,"g",2.14,"ml",0,"59 km SW of Fox Creek, AB",11,0.3022,0.9674,0,0.0332,-0.3527,0,0,0.0919,-0.1511,0,0.7735,2.4312,0.89,336.66,0,0.17,0.683,2015,9,11,19,34,34,2015-09-01,"Yellow",483
"484",0,2015-09-13,54.281,-117.3482,5,"g",1.86,"ml",0,"37 km SW of Fox Creek, AB",11,0.3877,0.0195,0,0.0045,-0.049,0,0,0.0404,-0.0067,0,0.5733,1.4424,0.263,277.45,0,0.07,0.683,2015,9,12,0,59,16,2015-09-01,"Green",484
"485",0,2015-09-13,54.4074,-117.3988,5,"g",1.17,"ml",0,"38 km W of Fox Creek, AB",9,1.06,0.6913,0,0.0126,0.7076,0,0,-0.0918,-0.083,0,0.8815,2.9127,0.8732,232.3,0,0.1,0.683,2015,9,12,3,24,20,2015-09-01,"Green",485
"486",0,2015-09-13,54.2871,-117.7327,5,"g",1.46,"ml",0,"61 km WSW of Fox Creek, AB",8,0.0815,0.2298,0,0.0065,0.0497,0,0,-0.01,-0.0381,0,0.4956,1.1371,0.592,16.92,0,0.08,0.683,2015,9,12,3,35,6,2015-09-01,"Green",486
"487",0,2015-09-13,54.1475,-117.4647,5,"g",1.68,"ml",0,"51 km SW of Fox Creek, AB",9,2.2449,5.8032,0,0.0917,1.4101,0,0,-0.0222,-0.671,0,0.8767,5.7646,3.043,19.2,0,0.26,0.683,2015,9,12,4,29,37,2015-09-01,"Green",487
"488",0,2015-09-13,54.3139,-117.3807,5,"g",1.59,"ml",0,"38 km WSW of Fox Creek, AB",9,0.1131,0.0279,0,0.0014,-0.0223,0,0,0.0068,-0.0052,0,0.6085,0.7913,0.3441,283.83,0,0.02,0.683,2015,9,12,7,8,46,2015-09-01,"Green",488
"489",0,2015-09-13,54.3926,-117.4381,5,"g",1.36,"ml",0,"40 km W of Fox Creek, AB",14,0.1914,0.0949,0,7e-04,0.1062,0,0,0.002,-0.0036,0,0.7775,1.1711,0.3738,237.22,0,0.03,0.683,2015,9,12,7,27,9,2015-09-01,"Green",489
"490",0,2015-09-13,54.2972,-117.398,5,"g",1.51,"ml",0,"40 km SW of Fox Creek, AB",9,0.922,0.2192,0,0.0125,-0.1434,0,0,0.041,-0.0495,0,0.5129,2.2397,1.0044,281.1,0,0.09,0.683,2015,9,12,9,11,40,2015-09-01,"Green",490
"491",0,2015-09-13,53.3111,-118.1136,5,"g",2.1,"ml",0,"37 km WSW of Hinton, AB",16,0.2188,0.1363,0,0.0055,-0.0044,0,0,0.0328,-0.0088,0,0.8286,1.0754,0.8475,273.08,0,0.07,0.683,2015,9,12,9,58,21,2015-09-01,"Yellow",491
"492",0,2015-09-13,54.1323,-117.6393,5,"g",0.29,"ml",0,"61 km SW of Fox Creek, AB",5,0.1951,0.646,0,0.023,-0.1728,0,0,0.0544,-0.1062,0,0.067,1.9287,0.8489,341.27,0,0.14,0.683,2015,9,12,10,15,23,2015-09-01,"Green",492
"493",0,2015-09-13,54.2959,-117.5172,5,"g",1.82,"ml",0,"47 km WSW of Fox Creek, AB",13,1.1963,0.1331,0,0.0105,-0.2202,0,0,0.0986,-0.0185,0,0.6394,2.5587,0.6866,281.25,0,0.09,0.683,2015,9,12,11,7,37,2015-09-01,"Green",493
"494",0,2015-09-13,54.283,-117.3708,5,"g",2,"ml",0,"39 km SW of Fox Creek, AB",14,0.3452,0.0803,0,0.0046,-7e-04,0,0,0.0332,-0.0105,0,0.3235,1.3501,0.6511,270.16,0,0.06,0.683,2015,9,12,12,0,13,2015-09-01,"Green",494
"495",0,2015-09-13,54.258,-117.3566,5,"g",1.54,"ml",0,"39 km SW of Fox Creek, AB",8,0.3427,0.0822,0,0.005,-0.0373,0,0,0.0275,-0.0149,0,0.4701,1.3554,0.6376,277.99,0,0.05,0.683,2015,9,12,18,57,52,2015-09-01,"Green",495
"496",0,2015-09-13,54.1243,-117.6239,5,"g",1.84,"ml",0,"62 km SW of Fox Creek, AB",8,0.4298,1.8266,0,0.0292,0.5151,0,0,-0.0536,-0.2235,0,0.5955,3.2462,1.1726,18.2,0,0.16,0.683,2015,9,12,19,54,28,2015-09-01,"Green",496
"497",0,2015-09-13,54.3138,-117.5786,5,"g",2.05,"ml",0,"51 km WSW of Fox Creek, AB",10,0.1563,0.0898,0,0.0012,-0.0773,0,0,0.0015,-0.0082,0,0.5984,1.0458,0.4531,303.36,0,0.03,0.683,2015,9,12,20,46,20,2015-09-01,"Yellow",497
"498",0,2015-09-14,54.2959,-117.3918,5,"g",1.62,"ml",0,"40 km SW of Fox Creek, AB",9,0.2939,0.0834,0,0.0062,-0.0998,0,0,0.0389,-0.0202,0,0.4142,1.3273,0.4796,291.75,0,0.08,0.683,2015,9,13,3,58,33,2015-09-01,"Green",498
