"","FID_","DATETIME_","LAT","LON","DEPTH","DTYPE","MAG","MTYPE","REF","LOCATION","NDEF","SXX","SYY","SZZ","STT","SXY","SXZ","SYZ","STX","STY","STZ","SDOBS","SMAJAX","SMINAX","STRIKE","SDEPTH","STIME","CONF","YEAR_","MONTH_","DAY_","HOUR_","MINUTE_","SECOND_","year_month","traffic_light","ID"
"1",0,2018-01-31,54.463,-117.5969,4,"f",1.93,"mly",0,"51 km WNW of Fox Creek, AB",10,0.9875,0.136,10.1393,0.1336,-0.0195,0.4682,0.0063,0.1123,0.0031,1.1342,0.8908,2.2838,0.8459,271.31,3.1878,0.36,0.683,2018,1,30,11,58,42,2018-01-01,"Green",1
"2",0,2018-02-02,54.2894,-117.0633,4,"f",1.56,"mly",0,"20 km SW of Fox Creek, AB",18,0.1478,0.0799,2.5391,0.0381,0.0098,0.059,-0.0207,0.0107,-0.0019,0.3054,0.8485,0.8874,0.6438,261.94,1.5955,0.19,0.683,2018,2,1,11,24,22,2018-02-01,"Green",2
"3",0,2018-02-02,54.3527,-117.5739,13,"f",1.53,"mly",0,"50 km W of Fox Creek, AB",9,0.5922,0.3653,1.4408,0.012,0.2299,0.5378,0.3677,0.0708,0.034,0.0724,0.7501,1.9701,1.0836,238.13,1.1626,0.08,0.683,2018,2,1,17,9,30,2018-02-01,"Green",3
"4",0,2018-02-07,53.903,-115.5736,7,"f",1.55,"mly",0,"29 km W of Mayerthorpe, AB",6,1.3179,1.1454,0.8801,0.035,0.2581,-0.7436,-0.152,-0.1196,-0.1844,0.0668,0.0609,2.8176,2.2508,234.24,0.7822,0.14,0.683,2018,2,6,2,49,34,2018-02-01,"Green",4
"5",0,2018-02-09,54.4678,-117.5814,4,"f",1.66,"mly",0,"51 km WNW of Fox Creek, AB",16,0.1956,0.0127,0.699,0.012,-0.0143,0.0652,-0.0465,0.0252,-0.0075,0.0846,0.7679,1.0191,0.2475,274.44,0.8348,0.1,0.683,2018,2,8,4,5,12,2018-02-01,"Green",5
"6",0,2018-02-14,54.2249,-116.643,4,"f",1.7,"mly",0,"23 km SSE of Fox Creek, AB",13,0.2234,0.1128,12.9435,0.0026,-0.0092,-0.4219,0.4113,-0.0105,0.0061,0.0646,0.7135,1.0879,0.769,274.7,3.6023,0.04,0.683,2018,2,13,19,17,3,2018-02-01,"Green",6
"7",0,2018-02-15,54.5125,-118.0037,10,"f",1.61,"mly",0,"59 km SW of Little Smoky, AB",8,4.8589,0.1214,15.0739,0.0309,0.0478,7.7777,0.0471,0.3723,-0.0127,0.5865,0.6022,5.065,0.799,269.42,3.868,0.16,0.683,2018,2,14,5,4,10,2018-02-01,"Green",7
"8",0,2018-02-15,54.49,-117.8561,3,"f",1.47,"mly",0,"52 km SW of Little Smoky, AB",10,0.4442,0.1718,3.8808,0.0466,-0.1542,-0.2388,0.0573,0.0367,-0.0311,0.3746,0.6634,1.647,0.7346,294.28,1.9721,0.19,0.683,2018,2,14,7,45,1,2018-02-01,"Green",8
"9",0,2018-02-15,54.5544,-117.9044,14,"f",2.06,"mly",0,"51 km SW of Little Smoky, AB",11,0.069,0.5714,0.6395,0.0037,0.1054,-0.0349,0.1534,0.002,0.0413,0.0149,0.6237,1.7688,0.502,11.38,0.6691,0.04,0.683,2018,2,14,13,43,49,2018-02-01,"Yellow",9
"10",0,2018-02-16,54.5049,-117.9701,10,"f",1.48,"mly",0,"58 km SW of Little Smoky, AB",14,0.2123,0.0401,0.692,0.0032,-0.0485,0.2481,-0.1076,0.0241,-0.0088,0.0329,0.7263,1.0899,0.38,284.71,0.8223,0.05,0.683,2018,2,15,6,28,27,2018-02-01,"Green",10
"11",0,2018-02-16,54.5197,-117.8878,11,"f",1.41,"mly",0,"52 km SW of Little Smoky, AB",13,0.692,0.232,1.628,0.0209,0.2021,0.8119,0.1404,0.1143,0.0452,0.1388,0.7904,2.0139,0.9069,249.35,1.2487,0.13,0.683,2018,2,15,7,37,29,2018-02-01,"Green",11
"12",0,2018-02-16,54.5602,-117.9163,12,"f",1.53,"mly",0,"52 km SW of Little Smoky, AB",12,2.482,1.0829,3.3768,0.0501,0.6527,2.239,0.9583,0.3258,0.1407,0.3018,0.687,3.8028,2.0879,248.49,1.7654,0.2,0.683,2018,2,15,8,15,49,2018-02-01,"Green",12
"13",0,2018-02-16,54.5533,-117.9293,14,"f",1.58,"mly",0,"53 km SW of Little Smoky, AB",13,0.8559,0.3478,0.7567,0.025,0.4148,0.3235,0.231,0.139,0.0742,0.0857,0.4807,2.397,0.7806,240.75,0.6428,0.15,0.683,2018,2,15,9,57,1,2018-02-01,"Green",13
"14",0,2018-02-16,54.5182,-117.9045,9,"f",1.55,"mly",0,"53 km SW of Little Smoky, AB",9,1.1948,1.4015,3.8965,0.0418,0.9741,1.529,0.8434,0.2096,0.2044,0.269,0.5029,3.4677,1.2969,41.97,1.8925,0.17,0.683,2018,2,15,12,6,52,2018-02-01,"Green",14
"15",0,2018-02-16,54.57,-117.9139,15,"f",1.42,"mly",0,"51 km SW of Little Smoky, AB",8,1.5515,1.2831,20.9264,0.2013,0.4867,3.2427,4.4409,0.4201,0.4113,1.9763,0.3956,3.1856,2.1949,232.71,4.5774,0.44,0.683,2018,2,15,12,8,18,2018-02-01,"Green",15
"16",0,2018-02-16,54.5078,-117.8983,4,"f",1.44,"mly",0,"53 km SW of Little Smoky, AB",13,3.8741,0.4666,5.8758,0.0841,0.1648,1.9596,0.7302,0.553,0.0514,0.3555,0.6659,4.5271,1.5562,267.24,2.2713,0.22,0.683,2018,2,15,12,44,22,2018-02-01,"Green",16
"17",0,2018-02-17,54.539,-118.0244,4,"f",1.37,"mly",0,"59 km SW of Little Smoky, AB",13,2.4039,0.6547,6.6131,0.0722,0.8597,3.2908,1.3908,0.4053,0.1612,0.604,0.5469,3.8143,1.2645,247.75,2.5418,0.25,0.683,2018,2,16,3,50,38,2018-02-01,"Green",17
"18",0,2018-02-18,54.6281,-117.9144,15,"f",1.52,"mly",0,"50 km SW of Little Smoky, AB",13,0.1633,0.2745,0.9519,0.007,0.1152,0.1704,0.3879,0.021,0.0434,0.0589,0.824,1.3531,0.6929,32.12,0.9628,0.07,0.683,2018,2,17,1,15,21,2018-02-01,"Green",18
"19",0,2018-02-18,54.5343,-117.9177,8,"f",1.33,"mly",0,"53 km SW of Little Smoky, AB",14,0.1494,0.7327,4.139,0.0047,0.1071,0.1946,1.0768,0.0147,0.0357,0.0398,0.7964,1.9921,0.8295,10.08,2.0286,0.05,0.683,2018,2,17,8,28,45,2018-02-01,"Green",19
"20",0,2018-02-18,54.5655,-117.902,14,"f",1.34,"mly",0,"50 km SW of Little Smoky, AB",14,0.2298,0.4945,0.8367,0.0058,0.0491,0.0403,0.4263,0.0226,0.0267,0.0403,0.7702,1.6302,1.0803,10.17,0.8785,0.05,0.683,2018,2,17,9,7,24,2018-02-01,"Green",20
"21",0,2018-02-18,54.5505,-117.9211,9,"f",1.41,"mly",0,"52 km SW of Little Smoky, AB",16,0.5098,0.1404,0.5156,0.01,0.0094,0.1732,0.1422,0.0681,0.0069,0.0261,0.6945,1.6409,0.8601,268.55,0.6125,0.08,0.683,2018,2,17,12,4,48,2018-02-01,"Green",21
"22",0,2018-02-18,54.5335,-117.7621,14,"f",1.76,"mly",0,"44 km SW of Little Smoky, AB",9,0.1838,4.1588,8.1865,0.011,-0.1873,-0.3784,5.37,7e-04,0.1784,0.2323,0.3495,4.6907,0.9611,357.31,2.8402,0.08,0.683,2018,2,17,17,1,37,2018-02-01,"Green",22
"23",0,2018-02-19,54.5381,-117.9688,5,"f",1.62,"mly",0,"56 km SW of Little Smoky, AB",7,0.4012,1.4749,4.3148,0.0026,-0.6811,-0.8758,2.1882,0.0114,0.0064,0.0254,0.5124,3.0872,0.6114,334.12,2.055,0.04,0.683,2018,2,18,1,45,24,2018-02-01,"Green",23
"24",0,2016-09-28,52.2763,-115.355,3,"g",0.83,"ml",0,"15 km W of Strachan, AB",7,0.2363,0.0851,0,0.0063,0.0063,0,0,0.0356,-0.0069,0,0.4773,1.1176,0.6692,267.62,0,0.07,0.683,2016,9,27,6,59,45,2016-09-01,"Green",24
"25",0,2018-02-19,54.4826,-117.9825,4,"f",1.71,"mly",0,"59 km SW of Little Smoky, AB",8,6.0667,1.6329,32048.1043,0.2018,1.3706,-1.1693,83.7065,1.0101,0.2275,-27.2628,0.506,5.8382,2.5622,254.14,179.2497,0.42,0.683,2018,2,18,6,3,20,2018-02-01,"Green",25
"26",0,2018-02-20,54.6275,-117.7735,15,"f",1.47,"mly",0,"41 km SW of Little Smoky, AB",10,0.3316,0.1442,0.3411,0.0069,-0.1083,-0.0261,0.0839,0.04,-0.018,-0.0235,0.46,1.4184,0.7072,294.57,0.4208,0.07,0.683,2018,2,19,3,51,46,2018-02-01,"Green",26
"27",0,2018-02-20,54.5363,-117.8161,12,"f",1.44,"mly",0,"47 km SW of Little Smoky, AB",10,2.2661,3.3214,7.6272,0.0345,1.8838,2.8562,4.9549,0.275,0.2465,0.3612,0.6665,5.0078,2.1027,37.18,2.7456,0.15,0.683,2018,2,19,11,56,20,2018-02-01,"Green",27
"28",0,2018-02-21,54.4832,-117.9996,12,"f",1.32,"mly",0,"60 km SW of Little Smoky, AB",10,0.3619,0.1128,1.9835,0.0036,0.0307,0.0438,-0.359,0.0272,-0.0101,0.0401,0.6485,1.3893,0.7589,263.07,1.4097,0.04,0.683,2018,2,20,17,9,43,2018-02-01,"Green",28
"29",0,2018-02-22,54.4959,-118.0268,4,"f",1.25,"mly",0,"61 km SW of Little Smoky, AB",25,0.0157,0.0184,0.638,0,0.0152,-0.0186,-0.0191,0,0,7e-04,0.7849,0.4131,0.0978,42.4,0.7997,0.01,0.683,2018,2,21,6,10,16,2018-02-01,"Green",29
"30",0,2018-02-24,51.4554,-115.295,16,"f",2.74,"mly",0,"48 km W of Water Valley, AB",18,0.0341,0.0376,0.1521,0.0014,-0.0126,0.0245,0.0182,-0.004,0.0068,-3e-04,0.8521,0.5065,0.3493,318.87,0.3894,0.04,0.683,2018,2,23,13,42,34,2018-02-01,"Yellow",30
"31",0,2018-02-26,54.3204,-117.3697,8,"f",1.91,"mly",335047,"37 km WSW of Fox Creek, AB",21,0.2775,0.0519,1.174,0.002,0.0485,0.086,0.0048,0.0182,-0.0024,0.0038,0.814,1.232,0.4703,258.37,1.0837,0.03,0.683,2018,2,25,16,26,37,2018-02-01,"Green",31
"32",0,2018-02-26,54.5545,-117.9485,11,"f",2.1,"mly",0,"54 km SW of Little Smoky, AB",28,0.0973,0.0865,0.2357,0.0013,0.0622,0.0124,0.0445,0.0048,0.0097,0.0052,0.6207,0.9026,0.3946,227.48,0.4665,0.02,0.683,2018,2,25,19,35,25,2018-02-01,"Yellow",32
"33",0,2018-02-27,54.341,-117.3746,7,"f",1.61,"mly",0,"37 km WSW of Fox Creek, AB",15,0.218,0.0642,1.3815,0.0016,0.0165,0.0521,-0.0256,0.0068,-6e-04,0.01,0.5837,1.077,0.5744,263.94,1.1767,0.04,0.683,2018,2,26,3,1,31,2018-02-01,"Green",33
"34",0,2018-02-27,54.3371,-117.364,6,"f",1.77,"mly",335055,"36 km WSW of Fox Creek, AB",23,0.0312,0.0125,0.4289,3e-04,0.0076,-0.0113,0.0014,0.0012,0.0012,-0.0016,0.6915,0.4229,0.2272,250.49,0.6557,0.01,0.683,2018,2,26,7,29,28,2018-02-01,"Green",34
"35",0,2018-02-27,54.3374,-117.3671,5,"f",1.73,"mly",0,"37 km WSW of Fox Creek, AB",16,0.2334,0.0489,1.3612,0.0024,-0.0055,0.1055,0.0955,0.0186,0.005,0.0192,0.701,1.1103,0.5072,271.7,1.1674,0.03,0.683,2018,2,26,11,51,24,2018-02-01,"Green",35
"36",0,2018-02-27,54.3462,-117.3451,4,"f",1.71,"mly",0,"35 km WSW of Fox Creek, AB",14,0.2131,0.0821,1.2798,0.0033,-0.0457,0.0377,0.0909,0.0125,0.0062,0.0276,0.7181,1.0957,0.5981,287.45,1.1325,0.04,0.683,2018,2,26,11,52,12,2018-02-01,"Green",36
"37",0,2018-02-27,54.3354,-117.3695,4,"f",1.52,"mly",0,"37 km WSW of Fox Creek, AB",15,0.3084,0.0974,1.4001,0.003,0.0052,0.0663,0.0786,0.0151,0.0026,0.0282,0.6465,1.2763,0.7167,268.58,1.1842,0.04,0.683,2018,2,26,13,13,53,2018-02-01,"Green",37
"38",0,2018-02-27,54.5264,-117.8839,12,"f",1.68,"mly",0,"52 km SW of Little Smoky, AB",18,0.3621,0.3706,2.5222,0.0124,0.0214,0.7847,-0.014,0.0517,0.0366,0.1165,0.7517,1.4315,1.3487,39.39,1.5868,0.08,0.683,2018,2,26,14,37,38,2018-02-01,"Green",38
"39",0,2018-02-27,54.3391,-117.3635,5,"f",1.74,"mly",335065,"37 km WSW of Fox Creek, AB",33,0.1099,0.0603,0.4295,0.0016,0.0223,0.0193,0.0018,0.0042,0.0022,0.015,0.9427,0.7909,0.5226,249.05,0.6558,0.03,0.683,2018,2,26,14,55,33,2018-02-01,"Green",39
"40",0,2018-02-27,54.4034,-117.2221,2,"f",1.78,"mly",335066,"27 km W of Fox Creek, AB",7,0.6433,0.2991,14.6341,0.1734,-0.2619,-0.1825,-0.5326,0.0159,-0.066,1.5712,0.2872,2.0352,0.9129,298.35,3.8303,0.41,0.683,2018,2,26,15,16,0,2018-02-01,"Green",40
"41",0,2018-02-27,54.3343,-117.3698,4,"f",1.83,"mly",335073,"37 km WSW of Fox Creek, AB",26,0.1422,0.066,0.3435,8e-04,0.0668,-0.0269,0.0329,2e-04,0.0049,0.0073,0.8808,0.9774,0.3793,239.84,0.5863,0.02,0.683,2018,2,26,16,40,3,2018-02-01,"Green",41
"42",0,2018-02-27,54.3372,-117.3691,6,"f",1.87,"mly",335073,"37 km WSW of Fox Creek, AB",24,0.17,0.0754,0.4341,0.0012,0.053,-0.0209,-0.0172,0.0021,-4e-04,0.0069,0.7901,1.0113,0.5219,245.87,0.6581,0.03,0.683,2018,2,26,20,32,28,2018-02-01,"Green",42
"43",0,2018-02-27,54.3488,-117.3821,10,"f",1.89,"mly",335073,"37 km WSW of Fox Creek, AB",26,0.09,0.0365,0.2541,0.001,0.0028,-0.0094,0.0109,0.0039,0.0054,0,0.5125,0.69,0.4379,266.98,0.5044,0.03,0.683,2018,2,26,22,24,10,2018-02-01,"Green",43
"44",0,2018-02-28,54.3345,-117.34,8,"f",1.74,"mly",335073,"35 km WSW of Fox Creek, AB",18,0.317,0.1252,2.1965,0.0032,0.0054,-0.2315,-0.1249,0.0157,0.0048,-0.0253,0.4538,1.2939,0.8126,268.38,1.4824,0.05,0.683,2018,2,27,3,11,47,2018-02-01,"Green",44
"45",0,2018-02-28,54.3159,-117.2874,3,"f",1.68,"mly",0,"32 km WSW of Fox Creek, AB",14,0.2492,0.096,4.8214,0.0651,-0.0025,0.2361,-0.1679,0.0459,-0.0308,0.5459,0.5098,1.1471,0.7117,270.93,2.1984,0.25,0.683,2018,2,27,5,58,5,2018-02-01,"Green",45
"46",0,2018-02-28,54.3688,-117.5788,18,"f",1.58,"mly",0,"50 km W of Fox Creek, AB",10,1.3263,0.2811,2.8347,0.0084,-0.1247,0.7813,-0.4549,0.0775,-0.0074,0.0267,0.9519,2.6608,1.186,276.71,1.6415,0.06,0.683,2018,2,27,11,9,53,2018-02-01,"Green",46
"47",0,2006-09-25,49.1089,-111.055,5,"g",1.65,"ml",0,"17 km NE of Aden, AB",8,7.4957,2.4754,0,0.1127,-0.5505,0,0,-0.7775,-0.1938,0,0.148,6.3157,3.5713,276.18,0,0.28,0.683,2006,9,24,5,26,23,2006-09-01,"Green",47
"48",0,2018-02-28,54.33,-117.3415,10,"f",1.73,"mly",335139,"35 km WSW of Fox Creek, AB",14,0.4503,0.0853,1.8006,0.0038,0.0947,-0.4244,-0.0065,0.0339,-0.0015,-0.0495,0.4045,1.581,0.5732,256.28,1.3337,0.04,0.683,2018,2,27,11,56,21,2018-02-01,"Green",48
"49",0,2018-02-28,54.4797,-117.8144,4,"f",1.7,"mly",0,"66 km WNW of Fox Creek, AB",15,2.3858,0.0922,4.0742,0.0328,-0.1372,1.1264,-0.0261,0.274,-0.0258,0.1261,0.7175,3.5551,0.6659,273.41,1.9244,0.14,0.683,2018,2,27,14,0,40,2018-02-01,"Green",49
"50",0,2018-02-28,54.3766,-117.3604,14,"f",1.77,"mly",335139,"36 km W of Fox Creek, AB",14,0.2367,0.0465,0.999,0.0022,0.0022,0.2584,-0.07,0.0184,-0.0054,0.0255,0.6856,1.1179,0.4955,269.33,0.9943,0.03,0.683,2018,2,27,14,33,51,2018-02-01,"Green",50
"51",0,2018-02-28,54.5737,-117.9799,4,"f",2.04,"mly",0,"78 km WNW of Fox Creek, AB",15,0.5334,0.4554,4.5895,0.0235,0.3252,1.1026,0.7341,0.0978,0.0761,0.2812,0.3738,2.083,0.9387,228.42,2.1364,0.14,0.683,2018,2,27,15,5,8,2018-02-01,"Yellow",51
"52",0,2018-03-01,54.3384,-117.3697,6,"f",1.7,"mly",0,"37 km WSW of Fox Creek, AB",20,0.161,0.0806,1.1639,0.0015,0.0252,-0.116,0.0632,0.0061,0.0019,-0.0028,0.5927,0.9425,0.6222,253.98,1.0794,0.04,0.683,2018,2,28,0,52,48,2018-02-01,"Green",52
"53",0,2018-03-01,54.5247,-117.9848,7,"f",1.84,"mly",0,"77 km WNW of Fox Creek, AB",15,0.6464,0.6422,3.5233,0.0218,0.3698,1.1297,0.4688,0.1061,0.0891,0.2029,0.8493,2.3139,1.2038,225.16,1.8621,0.12,0.683,2018,2,28,1,8,57,2018-02-01,"Green",53
"54",0,2018-03-01,54.5465,-117.8825,0,"f",1.55,"mly",0,"71 km WNW of Fox Creek, AB",10,0.1406,0.3905,1.8069,0.115,0.0609,-0.0541,-0.0533,0,0.0023,0.4488,0.3712,1.4614,0.8172,12.99,1.3458,0.33,0.683,2018,2,28,5,50,22,2018-02-01,"Green",54
"55",0,2018-03-01,54.5221,-117.7366,4,"f",1.64,"mly",0,"61 km WNW of Fox Creek, AB",9,2.0604,0.3078,11.4698,0.0378,0.6032,4.3315,1.3845,0.267,0.0838,0.6143,0.5814,3.445,0.7967,252.73,3.3828,0.19,0.683,2018,2,28,8,21,14,2018-02-01,"Green",55
"56",0,2018-03-02,54.3407,-117.3809,9,"f",1.91,"mly",335228,"38 km WSW of Fox Creek, AB",21,0.1322,0.1068,1.7204,0.0018,0.0268,-0.0021,-0.0339,0.0049,9e-04,-0.0096,0.6378,0.8876,0.6886,237.68,1.3133,0.04,0.683,2018,3,1,1,1,14,2018-03-01,"Green",56
"57",0,2018-03-02,54.5343,-117.9116,12,"f",1.64,"mly",0,"73 km WNW of Fox Creek, AB",14,0.1482,0.9915,1.6158,0.0067,0.0551,-0.0531,0.5532,0.0145,0.0587,0.0171,0.604,2.292,0.8738,3.72,1.2038,0.05,0.683,2018,3,1,1,34,15,2018-03-01,"Green",57
"58",0,2018-03-02,54.3527,-117.2364,12,"f",1.66,"mly",0,"28 km W of Fox Creek, AB",6,3.9181,1.8401,23.2,0.0422,0.3038,0.9766,6.1987,0.3382,0.145,0.5533,0.4599,4.5733,3.0798,261.85,4.8205,0.16,0.683,2018,3,1,10,52,8,2018-03-01,"Green",58
"59",0,2018-03-02,54.4964,-117.8351,8,"f",1.87,"mly",0,"67 km WNW of Fox Creek, AB",7,9.4242,1.7046,7.7789,0.183,0.1364,-1.5136,-0.2499,1.2232,0.1957,-0.3093,0.5166,7.0546,2.9977,268.99,2.278,0.38,0.683,2018,3,1,13,17,26,2018-03-01,"Green",59
"60",0,2018-03-04,54.5132,-117.9844,6,"f",1.8,"mly",0,"77 km WNW of Fox Creek, AB",10,3.4454,2.957,23.851,0.1354,3.0081,8.6451,7.9216,0.6683,0.6098,1.7545,0.6061,5.7301,0.9834,227.32,4.8824,0.36,0.683,2018,3,3,0,47,14,2018-03-01,"Green",60
"61",0,2018-03-04,54.4722,-117.5768,8,"f",1.77,"mly",0,"50 km WNW of Fox Creek, AB",17,0.4432,0.1131,1.3701,0.0029,0.0736,0.3924,0.0537,0.0173,0.0083,0.0225,0.5922,1.5565,0.7172,257.98,1.1556,0.04,0.683,2018,3,3,9,30,59,2018-03-01,"Green",61
"62",0,2018-03-04,54.4601,-117.6123,8,"f",1.69,"mly",0,"52 km WNW of Fox Creek, AB",20,0.1456,0.0441,0.7094,8e-04,0.0396,0.0131,-0.0229,0.0045,-0.0032,0.0026,0.7476,0.9168,0.4011,251,0.8433,0.03,0.683,2018,3,3,22,55,57,2018-03-01,"Green",62
"63",0,2018-03-05,54.5365,-117.9307,8,"f",1.68,"mly",0,"74 km WNW of Fox Creek, AB",13,0.5548,0.5924,3.648,0.024,0.2617,0.9079,0.464,0.084,0.0869,0.2276,0.8915,2.1009,1.2818,42.95,1.9006,0.13,0.683,2018,3,4,16,48,18,2018-03-01,"Green",63
"64",0,2018-03-05,54.3351,-117.3699,5,"f",1.48,"mly",0,"36 km W of Fox Creek, AB",14,0.3449,0.1089,1.8087,0.0029,-0.0293,-0.1643,0.1765,0.0159,0.0018,0.0184,0.7108,1.3565,0.7456,276.98,1.3447,0.04,0.683,2018,3,4,18,39,4,2018-03-01,"Green",64
"65",0,2018-03-06,54.3395,-117.3624,6,"f",1.52,"mly",0,"36 km W of Fox Creek, AB",17,0.3939,0.121,1.2289,0.0045,-0.063,0.0267,0.0581,0.0283,-0.0057,0.0246,0.7161,1.4672,0.7521,282.39,1.1098,0.04,0.683,2018,3,5,0,14,4,2018-03-01,"Green",65
"66",0,2018-03-07,54.5078,-117.9829,4,"f",1.56,"mly",0,"77 km WNW of Fox Creek, AB",25,0.1132,0.1095,1.0935,0.0024,0.0484,0.0783,0.0697,0.0099,0.0049,0.0296,0.6935,0.9184,0.5763,226.1,1.0462,0.03,0.683,2018,3,6,1,35,15,2018-03-01,"Green",66
"67",0,2018-03-07,51.1536,-115.622,4,"f",1.67,"mly",0,"4 km SW of Banff, AB",12,1.2439,1.3805,4.3155,0.1054,0.4577,1.4317,0.461,0.2558,0.2578,0.5576,0.5852,3.0612,2.1177,40.76,2.0395,0.29,0.683,2018,3,6,21,29,42,2018-03-01,"Green",67
"68",0,2018-03-09,54.3309,-117.3753,10,"f",2.77,"mly",335423,"38 km WSW of Fox Creek, AB",30,0.1434,0.066,0.3571,0.0014,0.0388,-0.0022,0.0115,0.0027,0.0011,0.0116,0.7672,0.9175,0.5132,247.47,0.5982,0.03,0.683,2018,3,8,18,8,15,2018-03-01,"Yellow",68
"69",0,2018-03-10,54.3383,-117.3325,7,"f",1.64,"mly",0,"34 km WSW of Fox Creek, AB",9,2.0324,0.3931,4.8891,0.0366,0.4432,2.4739,0.9633,0.2551,0.0705,0.368,0.6445,3.3648,1.2179,255.8,2.1815,0.18,0.683,2018,3,9,14,26,50,2018-03-01,"Green",69
"70",0,2018-03-10,52.2262,-113.9661,17,"f",3.14,"mly",0,"8 km SW of Red Deer, AB",31,0.2049,0.1078,0.1598,0.0034,-0.0717,-0.0169,-0.0553,-0.0241,0.0097,0.0033,1.8376,1.1325,0.6067,297.96,0.3828,0.05,0.683,2018,3,9,16,48,6,2018-03-01,"Yellow",70
"71",0,2018-03-10,56.3131,-117.1574,7,"f",2.06,"mly",0,"6 km SW of Three Creeks, AB",20,0.1566,0.2047,1.2124,0.0023,0.0892,0.1689,0.2389,-0.0048,-0.0092,0.0078,0.7372,1.2006,0.6826,37.46,1.096,0.04,0.683,2018,3,9,16,59,29,2018-03-01,"Yellow",71
"72",0,2018-03-11,54.3359,-117.4745,5,"f",1.78,"mly",335488,"44 km W of Fox Creek, AB",24,0.32,0.0934,0.9934,0.0048,0.0135,0.1964,0.0037,0.0298,-0.0019,0.0379,0.8566,1.3015,0.6991,266.59,0.9885,0.04,0.683,2018,3,10,15,2,4,2018-03-01,"Green",72
"73",0,2018-03-12,54.525,-117.9467,8,"f",1.87,"mly",0,"74 km WNW of Fox Creek, AB",24,0.1119,0.1463,0.5978,0.0025,0.057,0.0961,0.0464,0.0109,0.0107,0.0187,0.7399,0.9981,0.606,36.61,0.769,0.03,0.683,2018,3,11,1,1,36,2018-03-01,"Green",73
"74",0,2018-03-12,54.3435,-117.3782,7,"f",2.29,"mly",335525,"37 km W of Fox Creek, AB",34,0.0978,0.0458,0.468,0.001,0.0179,0.0082,-0.0087,0.0034,9e-04,0.0072,0.7186,0.7387,0.4607,252.72,0.685,0.03,0.683,2018,3,11,18,21,27,2018-03-01,"Yellow",74
"75",0,2018-03-13,54.3395,-117.4805,4,"f",1.54,"mly",0,"44 km W of Fox Creek, AB",22,0.1402,0.0815,0.6863,0.0019,0.0393,0.0643,0.011,0.0072,0.0032,0.019,0.8035,0.9188,0.5713,243.37,0.8282,0.03,0.683,2018,3,12,12,20,15,2018-03-01,"Green",75
"76",0,2018-03-13,54.3192,-117.3566,10,"f",1.64,"mly",0,"36 km WSW of Fox Creek, AB",14,0.6942,0.1889,2.3342,0.0046,0.0884,0.1018,-0.2477,-0.0142,0.005,-0.0421,0.4557,1.935,0.9581,260.36,1.5289,0.06,0.683,2018,3,12,15,43,24,2018-03-01,"Green",76
"77",0,2018-03-14,54.303,-117.6463,8,"f",1.74,"mly",0,"55 km WSW of Fox Creek, AB",16,0.552,0.1311,1.7604,0.0068,0.0696,0.2774,-0.0306,0.0506,0.0123,0.0248,0.7831,1.7244,0.7957,260.85,1.32,0.06,0.683,2018,3,13,16,6,34,2018-03-01,"Green",77
"78",0,2018-03-16,54.3306,-117.448,7,"f",1.64,"mly",0,"42 km WSW of Fox Creek, AB",18,0.6995,0.1346,0.967,0.0077,-0.1151,0.2315,-0.0492,0.0612,-0.0117,0.0366,0.8089,1.9524,0.769,281.09,0.8996,0.06,0.683,2018,3,15,13,5,48,2018-03-01,"Green",78
"79",0,2018-03-17,54.5048,-117.9291,5,"f",1.54,"mly",0,"73 km WNW of Fox Creek, AB",13,0.1649,0.5431,4.0533,0.0056,0.0588,-0.0464,0.2213,0.0132,0.0332,0.0418,0.8052,1.7071,0.9074,8.63,2.0154,0.05,0.683,2018,3,16,15,30,3,2018-03-01,"Green",79
"80",0,2018-03-20,54.31,-117.4657,5,"f",2.32,"mly",335853,"43 km WSW of Fox Creek, AB",32,0.1138,0.0618,0.377,0.0017,0.0318,0.0204,0.0366,0.0056,0.0035,0.0161,0.8884,0.8247,0.4965,244.65,0.6128,0.03,0.683,2018,3,19,15,6,28,2018-03-01,"Yellow",80
"81",0,2018-03-20,54.2964,-117.4615,6,"f",1.44,"mly",0,"43 km WSW of Fox Creek, AB",10,1.0577,0.7406,1.9108,0.0202,0.1664,0.2591,-0.5351,0.0591,-0.0878,0.1276,0.6864,2.4414,1.8798,246.81,1.3609,0.11,0.683,2018,3,19,15,27,47,2018-03-01,"Green",81
"82",0,2018-03-21,54.3048,-117.4718,5,"f",1.8,"mly",0,"43 km WSW of Fox Creek, AB",32,0.109,0.0621,0.3481,0.0017,0.0321,0.0304,0.0211,0.0055,0.0033,0.0153,0.7766,0.8135,0.4915,243.09,0.5881,0.03,0.683,2018,3,20,10,17,35,2018-03-01,"Green",82
"83",0,2018-03-22,54.3338,-117.4746,7,"f",1.47,"mly",0,"43 km WSW of Fox Creek, AB",23,0.1319,0.0862,0.8223,0.0015,0.0382,0.0598,-0.0235,0.0056,0.0035,0.0106,0.6296,0.9003,0.5838,240.44,0.9075,0.03,0.683,2018,3,21,6,36,6,2018-03-01,"Green",83
